1,1836.501492,1537.481927,2144.175072,[ 23  36  61  87 112],[ 10  24  61  75 112],1537.481927,"[23, 36, 61, 112, 87]",3002.426044,"[22, 40, 68, 88, 108]",,,,,,0
2,1533.83199,1280.61552,1959.43944,[  9  50  74  93 117],[  5  49  68 103 129],1776.503702,"[24, 44, 98, 129, 65]",2566.99244,"[9, 44, 70, 98, 129]",,,,,,495.8881818
3,1716.702618,1444.245557,2217.9158,[ 15  54  76  99 132],[  0  41  74  99 116],1459.232143,"[15, 54, 76, 133, 99]",1900.332131,"[2, 42, 79, 109, 132]",,,,,,14.98658641
4,1461.324044,1121.726488,1887.140425,[ 12  49  81 115 146],[ 28  49  78 115 143],1472.183587,"[12, 50, 117, 146, 81]",2091.354646,"[0, 50, 75, 117, 139]",,,,,,350.4570989
5,1825.688006,1559.769084,2093.279013,[ 29  61  84 113 157],[  6  56  94 124 157],1835.510573,"[6, 57, 113, 157, 92]",1309.963884,"[29, 57, 92, 113, 157]",,,,,,275.7414888
6,1466.60589,1271.661433,1723.457103,[  6  59  94 119 157],[  7  56 101 120 165],1271.661433,"[6, 59, 119, 157, 94]",2211.905499,"[23, 62, 97, 121, 157]",,,,,,0
7,1322.109227,1203.966125,1725.802639,[ 27  55  91 141 176],[  5  58  90 141 175],1224.297978,"[28, 56, 130, 171, 93]",2246.941839,"[18, 56, 102, 129, 168]",,,,,,20.33185291
8,1385.636827,1193.192488,1655.026341,[  2  69 101 151 175],[ 10  64 112 144 174],1399.831241,"[2, 64, 150, 175, 101]",1641.86897,"[10, 68, 112, 144, 182]",,,,,,206.6387528
9,1639.359198,1424.062569,2339.21513,[  9  77 105 143 188],[ 39  79 117 143 165],2165.998695,"[25, 73, 104, 186, 126]",2853.051703,"[9, 77, 115, 150, 183]",,,,,,741.9361262
10,1250.86168,1092.318594,1498.08523,[  7  79 105 147 208],[  7  66 105 147 208],1146.913963,"[2, 70, 160, 195, 110]",1319.048312,"[8, 79, 105, 147, 208]",,,,,,54.59536924
11,1532.118104,1345.060227,2039.948552,[  3  86 115 166 218],[  0  70 115 164 218],1405.333796,"[3, 77, 155, 218, 126]",2856.100811,"[34, 78, 117, 155, 218]",,,,,,60.27356988
12,1530.321919,1300.64793,1987.433356,[ 35  87 127 165 219],[  6  87 123 165 219],1648.669886,"[35, 80, 162, 220, 116]",2588.883199,"[20, 83, 123, 181, 219]",,,,,,348.0219557
13,1589.39656,1170.751833,2064.020419,[ 18  88 130 187 216],[  5  88 134 171 226],1170.751833,"[18, 88, 187, 216, 130]",1730.530523,"[18, 93, 130, 187, 216]",,,,,,0
14,1679.301125,1418.151368,2067.619122,[ 41  98 138 192 243],[ 18  98 147 183 234],1734.279037,"[41, 77, 192, 246, 137]",2551.344367,"[9, 98, 134, 185, 234]",,,,,,316.1276689
15,1501.906699,1241.473265,2060.772013,[ 23  89 136 206 238],[ 25  93 151 207 250],1666.440677,"[25, 89, 193, 247, 110]",2027.665263,"[4, 86, 138, 193, 247]",,,,,,424.9674121
16,1442.106328,1125.882234,1812.899175,[  8 105 158 202 252],[ 43  93 158 202 252],1125.882234,"[8, 105, 202, 252, 158]",3078.879426,"[15, 94, 153, 206, 266]",,,,,,0
17,1336.892281,1059.4047,1770.242705,[ 38 104 153 218 267],[ 26  65 163 213 272],1396.582642,"[42, 100, 207, 265, 148]",2505.038933,"[42, 94, 146, 215, 265]",,,,,,337.1779418
18,2055.824423,1695.675461,2586.752688,[  5 115 154 221 278],[  7 108 152 180 278],2129.368624,"[5, 115, 207, 264, 152]",3641.703889,"[54, 108, 165, 213, 283]",,,,,,433.6931631
19,1529.327109,1193.824612,2263.538641,[ 54  91 165 234 285],[ 30  93 169 189 272],1820.016925,"[24, 98, 232, 299, 166]",2104.209721,"[24, 118, 167, 232, 289]",,,,,,626.1923127
20,1390.994759,1037.181006,2094.789245,[ 41 123 175 233 302],[  5  94 161 239 292],1030.307421,"[41, 98, 233, 302, 175]",2272.078499,"[21, 116, 167, 233, 292]",,,,,,-6.873585232
21,1633.443193,1343.773291,2063.893573,[ 13  99 167 239 319],[ 16 108 134 242 312],1857.880262,"[13, 99, 241, 313, 134]",2077.917157,"[16, 97, 169, 239, 313]",,,,,,514.1069702
22,1753.450368,1577.736515,2105.16473,[ 23 120 183 262 315],[  3  74 169 262 315],1964.005822,"[0, 124, 169, 315, 204]",2807.083167,"[54, 124, 174, 238, 315]",,,,,,386.2693071
23,1334.766909,1197.163511,1752.360447,[ 22 103 184 242 325],[  3 130 184 247 325],1197.163511,"[22, 103, 242, 325, 184]",3235.561458,"[30, 121, 198, 270, 316]",,,,,,0
24,1505.483616,1323.900191,1910.912035,[ 31 122 177 260 320],[ 31 122 182 260 320],1323.900191,"[31, 122, 260, 320, 177]",2562.777236,"[30, 109, 177, 260, 320]",,,,,,0
25,1711.950212,1490.042869,1971.794471,[ 14 124 190 279 348],[ 14 110 155 280 348],1936.25181,"[14, 130, 256, 328, 151]",1963.349488,"[25, 138, 210, 260, 352]",,,,,,446.2089412
26,2166.19773,1753.952816,2962.376205,[ 66 137 158 293 342],[  5 130 159 282 342],1930.548796,"[66, 137, 293, 343, 158]",3135.597436,"[41, 139, 206, 285, 369]",,,,,,176.5959801
27,2043.606444,1786.425152,2519.634956,[ 53 131 225 292 358],[  8 131 214 238 316],2370.496259,"[53, 149, 207, 358, 238]",3478.219583,"[51, 114, 193, 269, 353]",,,,,,584.0711073
28,2020.999514,1873.403949,2264.913783,[ 36 134 200 278 368],[ 61 155 233 283 323],2382.514388,"[61, 119, 295, 389, 211]",3282.690552,"[66, 119, 220, 295, 389]",,,,,,509.1104386
29,1220.041127,982.6608729,1522.522247,[  8 125 215 319 386],[ 49 121 215 317 386],982.6608729,"[8, 125, 319, 386, 215]",3131.14814,"[21, 124, 224, 317, 383]",,,,,,0
30,1263.82831,1045.240951,1821.230037,[ 48 149 235 308 395],[ 19  93 230 304 395],1950.970753,"[48, 139, 206, 374, 311]",2787.183471,"[11, 145, 240, 294, 391]",,,,,,905.729802
31,1885.279848,1722.059775,2182.583816,[ 40 149 228 298 385],[ 40 129 212 304 385],1859.980712,"[22, 131, 315, 399, 247]",3545.283709,"[60, 131, 244, 311, 413]",,,,,,137.920937
32,1703.918527,1407.315126,2220.542342,[ 54 166 233 316 415],[  8 141 182 316 415],1520.708845,"[3, 155, 303, 424, 216]",3050.573954,"[70, 143, 256, 341, 420]",,,,,,113.3937193
33,1273.538182,1054.969136,1797.267536,[ 77 158 232 309 408],[ 77 174 226 325 428],1453.690552,"[24, 238, 318, 418, 145]",1319.682963,"[24, 148, 241, 318, 418]",,,,,,398.721416
34,1311.608938,1059.755686,2650.349129,[ 84 164 264 347 446],[ 10 169 239 343 411],1881.2556,"[86, 169, 343, 411, 239]",2227.264458,"[84, 136, 233, 347, 446]",,,,,,821.4999148
35,2249.024264,1734.951534,2840.304897,[ 70 178 262 324 439],[  1 100 192 353 439],1734.951534,"[70, 178, 324, 439, 262]",3234.896562,"[21, 158, 248, 366, 429]",,,,,,0
36,1657.991197,1210.713861,2462.623974,[ 91 161 237 354 428],[  3 170 235 359 431],1627.529116,"[21, 156, 359, 431, 251]",2553.956266,"[60, 169, 268, 359, 431]",,,,,,416.8152546
37,1270.4534,1081.458054,1683.119403,[ 47 170 250 346 474],[ 66 162 256 362 445],1218.370911,"[47, 170, 373, 474, 250]",2251.657418,"[0, 151, 250, 373, 474]",,,,,,136.9128565
38,1118.203296,981.217592,1363.950835,[ 81 150 267 362 469],[ 81 194 270 362 486],981.217592,"[81, 150, 362, 469, 267]",2232.278326,"[24, 170, 249, 353, 456]",,,,,,0
39,2221.107403,1822.508433,2778.051246,[ 68 183 274 383 487],[  6 182 258 370 470],2771.465161,"[6, 150, 373, 482, 280]",3816.608474,"[22, 189, 269, 353, 484]",,,,,,948.9567273
40,1264.336748,954.4343749,1811.797396,[ 34 187 271 399 464],[ 65 162 273 365 474],1895.541358,"[34, 181, 365, 474, 273]",3528.589339,"[25, 200, 299, 359, 508]",,,,,,941.1069831
41,1350.250733,1207.650025,1829.220303,[  3 202 278 369 514],[ 34 161 210 414 511],1207.650025,"[3, 202, 369, 514, 278]",3206.169909,"[101, 186, 290, 399, 482]",,,,,,0
42,1673.452466,1444.801314,2020.496032,[ 41 175 268 423 487],[ 53 159 222 422 520],2155.90658,"[54, 180, 411, 525, 310]",3422.047859,"[54, 171, 268, 423, 487]",,,,,,711.1052654
43,1460.980892,1238.780789,2022.506014,[ 51 184 310 399 517],[ 73 189 297 402 441],1627.608972,"[51, 184, 396, 517, 310]",2446.43189,"[73, 174, 306, 394, 528]",,,,,,388.8281828
44,1741.536581,1399.891321,2135.604537,[ 28 194 286 393 524],[ 46 199 231 401 539],1780.993009,"[46, 181, 411, 543, 294]",2626.02301,"[28, 181, 275, 413, 548]",,,,,,381.1016883
45,1103.535368,966.9308365,1645.39999,[ 53 186 290 447 532],[ 71 189 240 439 531],966.9308365,"[53, 186, 447, 532, 290]",3454.813254,"[37, 213, 312, 416, 541]",,,,,,-1.02318E-12
46,1474.262331,1127.473672,1901.085098,[ 81 179 317 448 559],[ 15 179 317 448 559],1797.966444,"[105, 227, 411, 564, 338]",2674.06642,"[105, 171, 304, 402, 516]",,,,,,670.4927714
47,1267.715732,1198.36647,1582.963389,[109 184 336 440 570],[109 224 309 451 560],1198.36647,"[109, 184, 440, 570, 336]",2468.26595,"[35, 207, 343, 414, 535]",,,,,,0
48,1696.722045,1485.139042,1955.691016,[  8 196 331 444 573],[ 52 220 318 444 539],1478.239114,"[8, 220, 444, 573, 331]",3674.082403,"[37, 184, 327, 431, 531]",,,,,,-6.899927721
49,1372.219492,1307.775398,1511.14292,[ 36 212 356 441 547],[ 41 238 340 441 566],1339.89931,"[36, 235, 441, 547, 328]",1928.707761,"[41, 227, 330, 468, 574]",,,,,,32.12391248
50,1179.456487,1027.180196,1850.745903,[ 65 239 339 473 558],[121 192 349 462 595],2267.051028,"[65, 231, 478, 595, 349]",4072.687673,"[49, 234, 310, 487, 590]",,,,,,1239.870832
51,1295.299109,1056.052256,1887.277433,[ 76 217 319 460 585],[  6 203 262 450 580],1928.448526,"[6, 222, 492, 589, 262]",3239.537275,"[58, 217, 345, 480, 596]",,,,,,872.3962703
52,1552.567984,1420.853216,1754.691302,[120 250 328 462 622],[120 250 360 451 569],1710.901984,"[30, 189, 464, 595, 334]",2284.741315,"[72, 231, 326, 460, 610]",,,,,,290.0487679
53,975.0527358,889.4791484,1559.648091,[ 88 253 373 491 589],[ 92 203 339 508 617],1836.291918,"[88, 198, 462, 639, 272]",3579.778682,"[92, 221, 375, 502, 585]",,,,,,946.8127701
54,1307.682045,1079.325096,1693.950393,[ 97 210 329 514 649],[  9 224 387 494 604],1389.934956,"[70, 227, 387, 604, 494]",2334.275236,"[70, 203, 381, 516, 619]",,,,,,310.6098598
55,1567.368774,1407.549796,1853.706773,[ 10 241 372 492 658],[ 10 221 366 492 658],1846.858707,"[6, 202, 506, 658, 366]",3030.921534,"[66, 224, 332, 494, 632]",,,,,,439.3089108
56,1635.127054,1483.678506,2163.685143,[100 201 387 494 653],[ 14 220 387 494 653],1505.430968,"[62, 247, 494, 636, 391]",3414.501354,"[30, 217, 345, 515, 659]",,,,,,21.75246227
57,1409.009335,1168.689288,1886.00675,[132 211 341 536 667],[ 83 230 399 503 659],1916.563224,"[62, 251, 486, 636, 354]",2882.228376,"[83, 266, 348, 486, 662]",,,,,,747.8739361
58,1337.173812,1206.729638,1567.66267,[125 257 389 491 683],[ 17 261 389 491 683],1206.729638,"[125, 257, 491, 683, 389]",3566.304091,"[88, 208, 367, 494, 659]",,,,,,0
59,1355.164312,1184.02578,1622.919829,[ 76 217 356 539 669],[ 76 278 405 499 669],1374.237753,"[76, 268, 505, 669, 356]",2579.43932,"[59, 228, 376, 495, 636]",,,,,,190.2119731
60,1659.023571,1389.777928,2075.254708,[108 280 388 531 690],[ 83 221 392 506 656],2008.543582,"[108, 283, 506, 693, 406]",2585.61009,"[83, 283, 386, 506, 693]",,,,,,618.7656543
61,1223.951738,1086.077991,1359.939525,[ 51 256 408 537 695],[138 279 386 522 694],1086.077991,"[51, 256, 537, 695, 408]",2564.005181,"[51, 228, 414, 523, 668]",,,,,,0
62,1530.782687,1299.35003,1985.623766,[ 39 242 414 577 662],[  9 238 390 456 662],2264.400344,"[39, 235, 531, 714, 375]",2759.531987,"[9, 265, 373, 518, 665]",,,,,,965.0503138
63,1643.913583,1425.486545,2138.023731,[145 285 438 549 701],[ 20 248 381 549 686],1425.486545,"[145, 285, 549, 701, 438]",3566.948103,"[112, 224, 374, 570, 724]",,,,,,0
64,1733.056483,1632.33022,2096.046728,[124 272 313 529 677],[ 17 258 377 529 682],1771.522753,"[124, 272, 581, 677, 392]",2693.511715,"[106, 268, 392, 581, 677]",,,,,,139.1925326
65,1845.815296,1702.382842,2026.644659,[ 29 293 440 555 735],[ 59 254 412 467 746],2429.962823,"[29, 248, 607, 746, 412]",3504.192011,"[36, 228, 440, 599, 755]",,,,,,727.5799809
66,2074.620982,1986.026645,2113.968465,[149 302 414 580 709],[149 274 323 580 724],2077.083834,"[149, 302, 580, 724, 323]",3066.232637,"[85, 260, 429, 582, 725]",,,,,,91.05718907
67,1775.241144,1536.715187,2087.351588,[ 97 279 411 603 722],[ 13 279 416 603 637],1924.775404,"[97, 279, 606, 709, 326]",3824.670892,"[13, 279, 435, 615, 723]",,,,,,388.0602172
68,1333.187072,1104.576982,1835.149038,[ 94 294 403 567 722],[ 94 282 404 574 722],1822.190158,"[61, 305, 590, 717, 400]",3101.023829,"[94, 244, 464, 575, 780]",,,,,,717.6131761
69,1400.373014,1184.710614,1811.989364,[ 92 278 457 607 781],[ 50 294 469 597 780],2000.865437,"[50, 312, 565, 780, 341]",3258.11209,"[43, 242, 438, 564, 720]",,,,,,816.1548231
70,1516.842948,1305.492725,2346.088291,[139 298 449 570 758],[ 98 260 343 584 781],1305.492725,"[139, 298, 570, 758, 449]",3865.192924,"[66, 298, 477, 594, 778]",,,,,,0
71,2464.533962,2118.011409,2786.330893,[140 311 349 619 738],[  5 272 474 493 658],2645.606083,"[7, 268, 474, 781, 493]",3972.003937,"[5, 263, 440, 594, 781]",,,,,,527.5946737
72,1483.173325,1357.07824,2095.127316,[133 306 479 651 750],[ 18 306 492 599 782],1357.07824,"[133, 306, 651, 750, 479]",3939.515434,"[148, 294, 436, 653, 756]",,,,,,0
73,953.4543934,884.3339067,1366.630514,[106 326 448 627 807],[ 15 278 448 627 807],884.3339067,"[106, 326, 627, 807, 448]",3059.964843,"[114, 279, 482, 627, 771]",,,,,,0
74,1371.034128,1143.669364,1772.607478,[ 10 321 506 596 793],[165 331 444 612 830],1143.669364,"[10, 321, 596, 793, 506]",3365.615273,"[51, 276, 483, 615, 810]",,,,,,0
75,1233.483381,1060.386082,1881.254393,[ 39 310 462 623 857],[160 286 474 620 826],1682.085182,"[160, 333, 671, 830, 459]",3241.393443,"[160, 319, 460, 659, 821]",,,,,,621.6990998
76,1566.774509,1532.554459,1715.112542,[125 293 516 610 820],[125 293 371 610 820],1872.298316,"[125, 293, 610, 795, 516]",3158.632807,"[122, 275, 496, 638, 822]",,,,,,339.7438574
77,1385.164351,1253.076558,1816.55229,[157 291 496 663 807],[ 22 291 496 663 807],1253.076558,"[157, 291, 663, 807, 496]",4215.295171,"[138, 282, 511, 641, 799]",,,,,,0
78,1500.060081,1317.810922,1921.828465,[124 268 503 706 834],[ 13 297 520 698 866],1373.87851,"[94, 353, 685, 884, 446]",2487.231235,"[54, 309, 452, 673, 851]",,,,,,56.06758798
79,1520.042035,1389.155324,1914.372611,[134 341 521 704 898],[ 19 341 521 664 898],1389.155324,"[134, 341, 704, 898, 521]",3576.990543,"[154, 289, 519, 664, 846]",,,,,,0
80,1370.953611,1140.727683,1715.933465,[117 283 461 700 852],[ 58 283 463 686 852],1140.727683,"[117, 283, 700, 852, 461]",2909.301819,"[143, 316, 481, 724, 855]",,,,,,0
81,1385.425213,1199.435241,1807.335848,[ 15 319 516 644 828],[ 30 354 513 665 841],1199.435241,"[15, 319, 644, 828, 516]",3272.029204,"[15, 314, 530, 670, 915]",,,,,,0
82,2000.865343,1861.439988,2554.290738,[ 93 292 389 708 858],[ 54 349 387 670 876],1861.439988,"[93, 292, 708, 858, 389]",4351.19647,"[49, 292, 505, 731, 841]",,,,,,0
83,2009.646968,1749.382564,2643.936983,[105 354 400 716 879],[ 18 336 563 580 936],2612.425162,"[105, 325, 713, 868, 392]",4062.786207,"[28, 301, 504, 737, 897]",,,,,,863.042598
84,1411.372185,1205.807282,1805.027119,[  1 288 497 668 856],[ 27 349 502 668 939],1402.344049,"[1, 288, 668, 871, 497]",3210.171574,"[1, 349, 493, 722, 934]",,,,,,196.5367665
85,1678.989148,1505.255657,2061.695369,[ 34 325 488 760 909],[125 367 564 673 897],1966.543907,"[34, 325, 502, 946, 760]",4084.918477,"[20, 305, 560, 751, 884]",,,,,,461.2882497
